code,Country  ,Gcountry,Continent,Location  ,Type  ,Sub Type  ,dayStart,monthStart,yearStart,dayEnd,monthEnd,yearEnd,duration,complete
11470,Mexico,Mexico,CENTRAL AMERICA,"Monterrey, Torreon, Guach ...",Flood,Flash flood,14,6,1999,16,6,1999,2,1
11471,Mexico,Mexico,CENTRAL AMERICA,"Puebla, Yautepec, Mexico ...",Flood,Flash flood,25,8,1999,25,8,1999,0,1
11472,Mexico,Mexico,CENTRAL AMERICA,"Mexico city, Veracruz, Ch ...",Flood,Flash flood,13,5,2000,13,5,2000,0,1
11473,Mexico,Mexico,CENTRAL AMERICA,Chiapas state,Flood,Flash flood,18,9,2001,21,9,2001,3,1
11474,Mexico,Mexico,CENTRAL AMERICA,"San Luis Potosi, Zacateca ...",Flood,Flash flood,15,8,2002,17,8,2002,2,1
11475,Mexico,Mexico,CENTRAL AMERICA,Puebla state,Flood,Flash flood,12,6,2003,15,6,2003,3,1
11476,Mexico,Mexico,CENTRAL AMERICA,"Piedras Negras, Villa de ...",Flood,Flash flood,4,4,2004,6,4,2004,2,1
11477,Mexico,Mexico,CENTRAL AMERICA,"Tamaulipas, Hidalgo, Vera ...",Flood,Flash Flood,6,7,2008,11,7,2008,5,1
11478,Mexico,Mexico,CENTRAL AMERICA,Arandas,Flood,General flood,3,9,1980,3,9,1980,0,1
11479,Mexico,Mexico,CENTRAL AMERICA,Sonora,Flood,General flood,,12,1984,,12,1984,,0
11480,Mexico,Mexico,CENTRAL AMERICA,Monterrey,Flood,General flood,,9,1986,,9,1986,,0
11481,Mexico,Mexico,CENTRAL AMERICA,Mexico city,Flood,General flood,13,6,1987,13,6,1987,0,1
11482,Mexico,Mexico,CENTRAL AMERICA,Mexico city,Flood,General flood,29,9,1987,29,9,1987,0,1
11483,Mexico,Mexico,CENTRAL AMERICA,Chihuahua,Flood,General flood,22,9,1990,25,9,1990,3,1
11484,Mexico,Mexico,CENTRAL AMERICA,Veracruz,Flood,General flood,2,10,1991,12,10,1991,10,1
11485,Mexico,Mexico,CENTRAL AMERICA,"Tijuana, Colonia Los Laur ...",Flood,General flood,6,1,1993,20,1,1993,14,1
11486,Mexico,Mexico,CENTRAL AMERICA,"Matamoraz, Tampulipas, Du ...",Flood,General flood,6,10,1996,8,10,1996,2,1
11487,Mexico,Mexico,CENTRAL AMERICA,"Monterrey, Tamaulipas (Nu ...",Flood,General flood,17,9,2002,21,9,2002,4,1
11488,Mexico,Mexico,CENTRAL AMERICA,Nogales (Veracruz state) ...,Flood,General flood,5,6,2003,6,6,2003,1,1
11489,Mexico,Mexico,CENTRAL AMERICA,Cozumel Isl.,Flood,General flood,12,6,2004,12,6,2004,0,1
11490,Mexico,Mexico,CENTRAL AMERICA,"Veracruz, Michoacan, Oaxa ...",Flood,General flood,21,8,2005,30,8,2005,9,1
11491,Mexico,Mexico,CENTRAL AMERICA,"Chiapas, Oaxaca",Flood,General flood,26,9,2005,29,9,2005,3,1
11492,Mexico,Mexico,CENTRAL AMERICA,Ciudad Juarez,Flood,General flood,27,7,2006,7,8,2006,11,1
11493,Mexico,Mexico,CENTRAL AMERICA,"Chiapas, Tabasco",Flood,General flood,28,10,2007,16,11,2007,19,1
11494,Mexico,Mexico,CENTRAL AMERICA,Oaxaca,Flood,General Flood,14,7,2009,16,7,2009,2,1
11495,Mexico,Mexico,CENTRAL AMERICA,"Tlenepantla de Baz, Atiza ...",Flood,General Flood,1,9,2009,10,9,2009,9,1
11496,Mexico,Mexico,CENTRAL AMERICA,"Xalapa, Huatsco, Cordoba, ...",Flood,General Flood,10,9,2009,19,9,2009,9,1
11497,Mexico,Mexico,CENTRAL AMERICA,"Ecateped, Coacalco, Tulti ...",Flood,General Flood,2,10,2009,2,10,2009,0,1
11498,Mexico,Mexico,CENTRAL AMERICA,Tabasco state,Flood,General Flood,1,11,2009,12,11,2009,11,1
11499,Mexico,Mexico,CENTRAL AMERICA,"Central Mexico, Mexico ci ...",Flood,General Flood,26,1,2010,13,2,2010,18,1
11500,Mexico,Mexico,CENTRAL AMERICA,"Oaxaca, Guerrero, Veracru ...",Flood,General Flood,20,9,2010,20,9,2010,0,1
11501,Mexico,Mexico,CENTRAL AMERICA,"Tzhuantepec, Cost, Cuenca ...",Flood,General Flood,18,7,2011,18,7,2011,0,1
11502,Mexico,Mexico,CENTRAL AMERICA,Cuantitlan,Flood,General Flood,23,8,2011,7,9,2011,15,1
11503,Mexico,Mexico,CENTRAL AMERICA,Tabasco state,Flood,General Flood,20,10,2011,20,10,2011,0,1
11504,Mexico,Mexico,CENTRAL AMERICA,"Chiapas State, Baja Calif ...",Flood,Storm surge/coastal flood,3,9,1998,12,9,1998,9,1
11505,Mexico,Mexico,CENTRAL AMERICA,"Veracruz, Tabasco, Hidalg ...",Flood,Storm surge/coastal flood,12,9,1999,29,10,1999,47,1
11506,Mexico,Mexico,CENTRAL AMERICA,"Quer?taro, Guanajuato, Ja ...",Flood,Storm surge/coastal flood,6,9,2003,10,9,2003,4,1
11507,Mexico,Mexico,CENTRAL AMERICA,"Veracruz, Tamaulipas stat ...",Flood,Storm surge/coastal flood,4,9,2007,12,9,2007,8,1
11508,Mexico,Mexico,CENTRAL AMERICA,,Flood,,,8,1952,,8,1952,,0
11509,Mexico,Mexico,CENTRAL AMERICA,,Flood,,,10,1952,,10,1952,,0
11510,Mexico,Mexico,CENTRAL AMERICA,West,Flood,,,,1959,,,1959,,0
11511,Mexico,Mexico,CENTRAL AMERICA,West and Central,Flood,,21,8,1965,21,8,1965,0,1
11512,Mexico,Mexico,CENTRAL AMERICA,Mexico - US border,Flood,,20,12,1967,20,12,1967,0,1
11513,Mexico,Mexico,CENTRAL AMERICA,Mexico city,Flood,,30,9,1970,30,9,1970,0,1
11514,Mexico,Mexico,CENTRAL AMERICA,Irapuato,Flood,,,8,1973,,8,1973,,0
11515,Mexico,Mexico,CENTRAL AMERICA,,Flood,,,3,1978,,3,1978,,0
11516,Mexico,Mexico,CENTRAL AMERICA,Veracruz,Flood,,,8,1979,,8,1979,,0
11517,Mexico,Mexico,CENTRAL AMERICA,Southeastern,Flood,,,11,1980,,11,1980,,0
11518,Mexico,Mexico,CENTRAL AMERICA,,Flood,,26,11,1982,26,11,1982,0,1
11519,Mexico,Mexico,CENTRAL AMERICA,,Flood,,5,8,1989,5,8,1989,0,1
11520,Mexico,Mexico,CENTRAL AMERICA,Sinalda province,Flood,,4,1,1991,4,1,1991,0,1
11521,Mexico,Mexico,CENTRAL AMERICA,Valdivia,Flood,,17,9,1998,17,9,1998,0,1
11522,Mexico,Mexico,CENTRAL AMERICA,Central & Southern Mexico ...,Flood,,12,6,1999,12,6,1999,0,1
11523,Mexico,Mexico,CENTRAL AMERICA,Chalco valley (near Mexic ...,Flood,,30,5,2000,30,5,2000,0,1
11524,Mexico,Mexico,CENTRAL AMERICA,Acatlan de Perez Figueroa ...,Flood,,10,6,2000,14,6,2000,4,1
11525,Mexico,Mexico,CENTRAL AMERICA,Oaxaca state,Flood,,5,5,2005,5,5,2005,0,1
11526,Mexico,Mexico,CENTRAL AMERICA,Montana,Industrial Accident,Chemical Spill,,,1981,,,1981,,0
11527,Mexico,Mexico,CENTRAL AMERICA,Malamoras,Industrial Accident,Chemical Spill,,,1984,,,1984,,0
11528,Mexico,Mexico,CENTRAL AMERICA,Guadalajara,Industrial Accident,Chemical Spill,,,1985,,,1985,,0
11529,Mexico,Mexico,CENTRAL AMERICA,Near San Juan De Los Reye ...,Industrial Accident,Chemical Spill,29,8,1988,29,8,1988,0,1
11530,Mexico,Mexico,CENTRAL AMERICA,Mexico city,Industrial Accident,Chemical Spill,21,5,1991,21,5,1991,0,1
11531,Mexico,Mexico,CENTRAL AMERICA,Guadalajara,Industrial Accident,Chemical Spill,22,7,1991,22,7,1991,0,1
11532,Mexico,Mexico,CENTRAL AMERICA,Santa Catalina,Industrial Accident,Chemical Spill,28,10,1998,28,10,1998,0,1
11533,Mexico,Mexico,CENTRAL AMERICA,Golfe du Mexique,Industrial Accident,Collapse,,7,1989,,7,1989,,0
11534,Mexico,Mexico,CENTRAL AMERICA,,Industrial Accident,Explosion,16,7,1978,16,7,1978,0,1
11535,Mexico,Mexico,CENTRAL AMERICA,Hulmanguille,Industrial Accident,Explosion,,,1978,,,1978,,0
11536,Mexico,Mexico,CENTRAL AMERICA,Xilatopec,Industrial Accident,Explosion,,,1978,,,1978,,0
11537,Mexico,Mexico,CENTRAL AMERICA,Tlapacoya,Industrial Accident,Explosion,8,5,1983,8,5,1983,0,1
11538,Mexico,Mexico,CENTRAL AMERICA,San Juan Ixtaheupec (near ...,Industrial Accident,Explosion,19,11,1984,19,11,1984,0,1
11539,Mexico,Mexico,CENTRAL AMERICA,Coatzacoalas,Industrial Accident,Explosion,11,3,1991,11,3,1991,0,1
11540,Mexico,Mexico,CENTRAL AMERICA,Cordoba (Veracruz State),Industrial Accident,Explosion,6,5,1991,6,5,1991,0,1
11541,Mexico,Mexico,CENTRAL AMERICA,Guadalajara,Industrial Accident,Explosion,22,4,1992,22,4,1992,0,1
11542,Mexico,Mexico,CENTRAL AMERICA,Mexico City,Industrial Accident,Explosion,20,2,1996,20,2,1996,0,1
11543,Mexico,Mexico,CENTRAL AMERICA,Chiapas State,Industrial Accident,Explosion,27,7,1996,27,7,1996,0,1
11544,Mexico,Mexico,CENTRAL AMERICA,Tultepec,Industrial Accident,Explosion,13,10,1998,13,10,1998,0,1
11545,Mexico,Mexico,CENTRAL AMERICA,Celaya,Industrial Accident,Explosion,26,9,1999,26,9,1999,0,1
11546,Mexico,Mexico,CENTRAL AMERICA,San Juan Sabinas,Industrial Accident,Explosion,19,2,2006,19,2,2006,0,1
11547,Mexico,Mexico,CENTRAL AMERICA,San Martin Texmelucan,Industrial Accident,Explosion,19,12,2010,19,12,2010,0,1
11548,Mexico,Mexico,CENTRAL AMERICA,Near Sabinas (Coahuila st ...,Industrial Accident,Explosion,3,5,2011,3,5,2011,0,1
11549,Mexico,Mexico,CENTRAL AMERICA,Near Reynosa,Industrial Accident,Explosion,19,9,2012,19,9,2012,0,1
11550,Mexico,Mexico,CENTRAL AMERICA,Barroteran,Industrial Accident,Fire,25,1,1988,25,1,1988,0,1
11551,Mexico,Mexico,CENTRAL AMERICA,Chihuahua,Industrial Accident,Fire,24,5,1988,24,5,1988,0,1
11552,Mexico,Mexico,CENTRAL AMERICA,Guadalupe,Industrial Accident,Fire,24,6,1988,24,6,1988,0,1
11553,Mexico,Mexico,CENTRAL AMERICA,Tultitlan,Industrial Accident,Fire,17,5,1992,17,5,1992,0,1
11554,Mexico,Mexico,CENTRAL AMERICA,Tula,Industrial Accident,Fire,29,7,1995,29,7,1995,0,1
11555,Mexico,Mexico,CENTRAL AMERICA,Cuernavaca,Industrial Accident,Gas Leak,7,3,1976,7,3,1976,0,1
11556,Mexico,Mexico,CENTRAL AMERICA,Campeche (Tabasco),Industrial Accident,Gas Leak,23,10,2007,24,10,2007,1,1
11557,Mexico,Mexico,CENTRAL AMERICA,Golfe du Mexique,Industrial Accident,Other,,4,1976,,4,1976,,0
11558,Mexico,Mexico,CENTRAL AMERICA,,Industrial Accident,Other,2,2,1991,2,2,1991,0,1
11559,Mexico,Mexico,CENTRAL AMERICA,Barroteran,Industrial Accident,Other,23,1,2002,23,1,2002,0,1
11560,Mexico,Mexico,CENTRAL AMERICA,Hidalgo province,Industrial Accident,Other,21,3,2009,21,3,2009,0,1
11561,Mexico,Mexico,CENTRAL AMERICA,,Industrial Accident,Poisoning,5,5,1999,5,5,1999,0,1
11562,Mexico,Mexico,CENTRAL AMERICA,Atenguigue,Mass movement wet,Landslide,18,10,1954,18,10,1954,0,1
11563,Mexico,Mexico,CENTRAL AMERICA,Morelia,Mass movement wet,Landslide,19,10,1969,19,10,1969,0,1
11564,Mexico,Mexico,CENTRAL AMERICA,Xicola,Mass movement wet,Landslide,11,8,1983,11,8,1983,0,1
11565,Mexico,Mexico,CENTRAL AMERICA,"Huautla De Jimenez, Oaxac ...",Mass movement wet,Landslide,26,6,1997,26,6,1997,0,1
11566,Mexico,Mexico,CENTRAL AMERICA,Tenextepango (Morelos Sta ...,Mass movement wet,Landslide,28,9,1998,28,9,1998,0,1
11567,Mexico,Mexico,CENTRAL AMERICA,"Santa Maria Chilchotla, S ...",Mass movement wet,Landslide,17,7,2003,18,7,2003,1,1
11568,Mexico,Mexico,CENTRAL AMERICA,Santa Maria Chilchotla (O ...,Mass movement wet,Landslide,2,8,2006,2,8,2006,0,1
11569,Mexico,Mexico,CENTRAL AMERICA,Chalchihuitillo (Durango ...,Mass movement wet,Landslide,6,9,2006,6,9,2006,0,1
11570,Mexico,Mexico,CENTRAL AMERICA,San Juan Grijalva (Chiapa ...,Mass movement wet,Landslide,6,11,2007,6,11,2007,0,1
11571,Mexico,Mexico,CENTRAL AMERICA,Huautla de Jimenez (Oaxac ...,Mass Movement Wet,Landslide,17,9,2008,18,9,2008,1,1
11572,Mexico,Mexico,CENTRAL AMERICA,Villa Guerrero,Mass Movement Wet,Landslide,21,9,2010,21,9,2010,0,1
11573,Mexico,Mexico,CENTRAL AMERICA,Santa Maria Tlahuitoltepe ...,Mass Movement Wet,Landslide,28,9,2010,29,9,2010,1,1
11574,Mexico,Mexico,CENTRAL AMERICA,Mexico city,Miscellaneous accident,Explosion,11,12,1988,11,12,1988,0,1
11575,Mexico,Mexico,CENTRAL AMERICA,Salamanca,Miscellaneous accident,Explosion,12,9,2000,12,9,2000,0,1
11576,Mexico,Mexico,CENTRAL AMERICA,Veracruz,Miscellaneous accident,Explosion,31,12,2002,31,12,2002,0,1
11577,Mexico,Mexico,CENTRAL AMERICA,Tltepec area (Mexico area ...,Miscellaneous accident,Explosion,15,9,2005,15,9,2005,0,1
11578,Mexico,Mexico,CENTRAL AMERICA,Acapulco,Miscellaneous accident,Fire,15,2,1909,15,2,1909,0,1
11579,Mexico,Mexico,CENTRAL AMERICA,Monterrey,Miscellaneous accident,Fire,13,12,1988,13,12,1988,0,1
11580,Mexico,Mexico,CENTRAL AMERICA,Central Mexico,Miscellaneous accident,Fire,30,5,1991,30,5,1991,0,1
11581,Mexico,Mexico,CENTRAL AMERICA,Monterrey,Miscellaneous accident,Fire,28,7,1997,28,7,1997,0,1
11582,Mexico,Mexico,CENTRAL AMERICA,Mexico city,Miscellaneous accident,Fire,20,10,2000,20,10,2000,0,1
11583,Mexico,Mexico,CENTRAL AMERICA,Hermilloso (Sonora state) ...,Miscellaneous accident,Fire,5,6,2009,5,6,2009,0,1
11584,Mexico,Mexico,CENTRAL AMERICA,Nuevo Leon,Miscellaneous accident,Fire,20,5,2011,20,5,2011,0,1
11585,Mexico,Mexico,CENTRAL AMERICA,Mexico city,Miscellaneous accident,Other,26,5,1985,26,5,1985,0,1
11586,Mexico,Mexico,CENTRAL AMERICA,Chalma,Miscellaneous accident,Other,13,2,1991,13,2,1991,0,1
11587,Mexico,Mexico,CENTRAL AMERICA,San Luis Pontosi,Miscellaneous accident,Other,29,12,1991,29,12,1991,0,1
11588,Mexico,Mexico,CENTRAL AMERICA,Mexico city,Miscellaneous accident,Other,20,6,2008,20,6,2008,0,1
11589,Mexico,Mexico,CENTRAL AMERICA,,Storm,Local storm,,12,1983,,12,1983,,0
11590,Mexico,Mexico,CENTRAL AMERICA,,Storm,Local storm,10,3,1993,15,3,1993,5,1
11591,Mexico,Mexico,CENTRAL AMERICA,"Chiapas, Veracruz, Guerre ...",Storm,Local storm,21,9,2000,21,9,2000,0,1
11592,Mexico,Mexico,CENTRAL AMERICA,East coast,Storm,Tropical cyclone,17,8,1951,17,8,1951,0,1
11593,Mexico,Mexico,CENTRAL AMERICA,Tampico,Storm,Tropical cyclone,19,9,1955,19,9,1955,0,1
11594,Mexico,Mexico,CENTRAL AMERICA,Chetumal area,Storm,Tropical cyclone,28,9,1955,28,9,1955,0,1
11595,Mexico,Mexico,CENTRAL AMERICA,Jalisco & Colima,Storm,Tropical cyclone,27,10,1959,27,10,1959,0,1
11596,Mexico,Mexico,CENTRAL AMERICA,South,Storm,Tropical cyclone,12,11,1961,12,11,1961,0,1
11597,Mexico,Mexico,CENTRAL AMERICA,"Yucatan, Tampico",Storm,Tropical cyclone,7,10,1966,7,10,1966,0,1
11598,Mexico,Mexico,CENTRAL AMERICA,,Storm,Tropical cyclone,,8,1967,,8,1967,,0
11599,Mexico,Mexico,CENTRAL AMERICA,Acapulco,Storm,Tropical cyclone,16,6,1971,16,6,1971,0,1
11600,Mexico,Mexico,CENTRAL AMERICA,Near Acapulco,Storm,Tropical cyclone,17,6,1974,17,6,1974,0,1
11601,Mexico,Mexico,CENTRAL AMERICA,Mazatlan,Storm,Tropical cyclone,24,10,1975,24,10,1975,0,1
11602,Mexico,Mexico,CENTRAL AMERICA,"La Paz, Baja Peninsula",Storm,Tropical cyclone,1,10,1976,1,10,1976,0,1
11603,Mexico,Mexico,CENTRAL AMERICA,,Storm,Tropical cyclone,2,9,1977,2,9,1977,0,1
11604,Mexico,Mexico,CENTRAL AMERICA,Sinaloa state,Storm,Tropical cyclone,7,10,1981,7,10,1981,0,1
11605,Mexico,Mexico,CENTRAL AMERICA,North Pacific coast,Storm,Tropical cyclone,30,9,1982,30,9,1982,0,1
11606,Mexico,Mexico,CENTRAL AMERICA,Mazatlan,Storm,Tropical cyclone,20,10,1983,20,10,1983,0,1
11607,Mexico,Mexico,CENTRAL AMERICA,West Coast,Storm,Tropical cyclone,,9,1984,,9,1984,,0
11608,Mexico,Mexico,CENTRAL AMERICA,"Tamaulpas, Veracruz, Chia ...",Storm,Tropical cyclone,4,9,1988,4,9,1988,0,1
11609,Mexico,Mexico,CENTRAL AMERICA,Yucatan and Gulf coast,Storm,Tropical cyclone,14,9,1988,14,9,1988,0,1
11610,Mexico,Mexico,CENTRAL AMERICA,"Yucatan, Veracruz",Storm,Tropical cyclone,8,8,1990,8,8,1990,0,1
11611,Mexico,Mexico,CENTRAL AMERICA,Sonora (Basse Californie) ...,Storm,Tropical cyclone,23,8,1992,23,8,1992,0,1
11612,Mexico,Mexico,CENTRAL AMERICA,"Guerrero, Oaxaca, Morelos ...",Storm,Tropical cyclone,22,6,1993,22,6,1993,0,1
11613,Mexico,Mexico,CENTRAL AMERICA,Acapulco,Storm,Tropical cyclone,1,7,1993,1,7,1993,0,1
11614,Mexico,Mexico,CENTRAL AMERICA,Veracruz State,Storm,Tropical cyclone,23,8,1993,23,8,1993,0,1
11615,Mexico,Mexico,CENTRAL AMERICA,Mazatlan Area,Storm,Tropical cyclone,10,9,1993,10,9,1993,0,1
11616,Mexico,Mexico,CENTRAL AMERICA,Baja California Sur,Storm,Tropical cyclone,5,9,1995,5,9,1995,0,1
11617,Mexico,Mexico,CENTRAL AMERICA,"Sinaloa, Topolobampo",Storm,Tropical cyclone,14,9,1995,15,9,1995,1,1
11618,Mexico,Mexico,CENTRAL AMERICA,"Campeche, Tabasco, Quinta ...",Storm,Tropical cyclone,30,9,1995,2,10,1995,2,1
11619,Mexico,Mexico,CENTRAL AMERICA,"Campeche, Yucatan, Tabasc ...",Storm,Tropical cyclone,10,10,1995,12,10,1995,2,1
11620,Mexico,Mexico,CENTRAL AMERICA,"Guerrero, Michoacan, Oaxa ...",Storm,Tropical cyclone,23,6,1996,23,6,1996,0,1
11621,Mexico,Mexico,CENTRAL AMERICA,,Storm,Tropical cyclone,28,7,1996,30,7,1996,2,1
11622,Mexico,Mexico,CENTRAL AMERICA,Baja California State,Storm,Tropical cyclone,14,9,1996,14,9,1996,0,1
11623,Mexico,Mexico,CENTRAL AMERICA,"Acapulco, Guerrero, Oaxac ...",Storm,Tropical cyclone,7,10,1997,10,10,1997,3,1
11624,Mexico,Mexico,CENTRAL AMERICA,Oaxaca region,Storm,Tropical cyclone,11,11,1997,11,11,1997,0,1
11625,Mexico,Mexico,CENTRAL AMERICA,Mexico's Baja California ...,Storm,Tropical cyclone,2,9,1998,2,9,1998,0,1
11626,Mexico,Mexico,CENTRAL AMERICA,,Storm,Tropical cyclone,22,10,1998,6,11,1998,15,1
11627,Mexico,Mexico,CENTRAL AMERICA,"States of Colima, Michoac ...",Storm,Tropical cyclone,6,9,1999,6,9,1999,0,1
11628,Mexico,Mexico,CENTRAL AMERICA,"Puebla, Campeche, Quintan ...",Storm,Tropical cyclone,29,9,2000,3,10,2000,4,1
11629,Mexico,Mexico,CENTRAL AMERICA,"Guerrero, Chiapas states",Storm,Tropical cyclone,25,7,2001,25,7,2001,0,1
11630,Mexico,Mexico,CENTRAL AMERICA,"Quintana Roo state, Yucat ...",Storm,Tropical cyclone,21,8,2001,21,8,2001,0,1
11631,Mexico,Mexico,CENTRAL AMERICA,Baja California state,Storm,Tropical cyclone,24,9,2001,2,10,2001,8,1
11632,Mexico,Mexico,CENTRAL AMERICA,From Punta San Telmo to M ...,Storm,Tropical cyclone,3,10,2001,3,10,2001,0,1
11633,Mexico,Mexico,CENTRAL AMERICA,,Storm,Tropical cyclone,4,10,2001,9,10,2001,5,1
11634,Mexico,Mexico,CENTRAL AMERICA,Yucatan Peninsula,Storm,Tropical cyclone,20,9,2002,20,9,2002,0,1
11635,Mexico,Mexico,CENTRAL AMERICA,Acapulco,Storm,Tropical cyclone,25,9,2002,25,9,2002,0,1
11636,Mexico,Mexico,CENTRAL AMERICA,"Nayarit, Jalisco, Sinaloz ...",Storm,Tropical cyclone,25,10,2002,26,10,2002,1,1
11637,Mexico,Mexico,CENTRAL AMERICA,"La Paz, Agua Escondida, C ...",Storm,Tropical cyclone,24,8,2003,27,8,2003,3,1
11638,Mexico,Mexico,CENTRAL AMERICA,"Sonora, Sinaloa, Nayarit, ...",Storm,Tropical cyclone,22,9,2003,22,9,2003,0,1
11639,Mexico,Mexico,CENTRAL AMERICA,,Storm,Tropical cyclone,15,8,2004,18,8,2004,3,1
11640,Mexico,Mexico,CENTRAL AMERICA,"Naranjos, Chinampa (Verac ...",Storm,Tropical cyclone,29,6,2005,30,6,2005,1,1
11641,Mexico,Mexico,CENTRAL AMERICA,"Playa del Carmen, Cozumel ...",Storm,Tropical cyclone,18,7,2005,18,7,2005,0,1
11642,Mexico,Mexico,CENTRAL AMERICA,"Chiapas, Oaxaca, Veracruz ...",Storm,Tropical cyclone,1,10,2005,13,10,2005,12,1
11643,Mexico,Mexico,CENTRAL AMERICA,"Cancun, Puerto Maderos, ...",Storm,Tropical cyclone,19,10,2005,24,10,2005,5,1
11644,Mexico,Mexico,CENTRAL AMERICA,"Comondu, Los Cabos, La Pa ...",Storm,Tropical cyclone,2,9,2006,4,9,2006,2,1
11645,Mexico,Mexico,CENTRAL AMERICA,"Culiacan, Elota, Mazatlan ...",Storm,Tropical cyclone,16,9,2006,18,9,2006,2,1
11646,Mexico,Mexico,CENTRAL AMERICA,La Reforma area (Sinaloa ...,Storm,Tropical cyclone,25,10,2006,28,10,2006,3,1
11647,Mexico,Mexico,CENTRAL AMERICA,"Yucatan Peninsula, Veracr ...",Storm,Tropical cyclone,21,8,2007,24,8,2007,3,1
11648,Mexico,Mexico,CENTRAL AMERICA,"Acapulco, Oaxaca, Michoac ...",Storm,Tropical cyclone,1,9,2007,1,9,2007,0,1
11649,Mexico,Mexico,CENTRAL AMERICA,"Veracruz, Tamaulipas, San ...",Storm,Tropical cyclone,4,9,2007,6,9,2007,2,1
11650,Mexico,Mexico,CENTRAL AMERICA,"Veracruz, Puebla",Storm,Tropical cyclone,28,9,2007,1,10,2007,3,1
11651,Mexico,Mexico,CENTRAL AMERICA,"Tamaulipas, Veracruz, Yuc ...",Storm,Tropical cyclone,20,7,2008,21,7,2008,1,1
11652,Mexico,Mexico,CENTRAL AMERICA,"Comondu, Loreto, MulogoBa ...",Storm,Tropical cyclone,2,9,2009,3,9,2009,1,1
11653,Mexico,Mexico,CENTRAL AMERICA,Tabasco,Storm,Tropical cyclone,8,11,2009,8,11,2009,0,1
11654,Mexico,Mexico,CENTRAL AMERICA,"Nuevo Leon, Coahuila, Tam ...",Storm,Tropical cyclone,30,6,2010,7,7,2010,7,1
11655,Mexico,Mexico,CENTRAL AMERICA,"Oaxaca, Tabasco, Veracruz ...",Storm,Tropical cyclone,23,8,2010,24,8,2010,1,1
11656,Mexico,Mexico,CENTRAL AMERICA,Campeche state (Yucatan P ...,Storm,Tropical cyclone,15,9,2010,17,9,2010,2,1
11657,Mexico,Mexico,CENTRAL AMERICA,"Chiapas , Veracruz, Tabas ...",Storm,Tropical cyclone,25,9,2010,25,9,2010,0,1
11658,Mexico,Mexico,CENTRAL AMERICA,"Acapulco, Guerrero, Colim ...",Storm,Tropical cyclone,20,6,2011,20,6,2011,0,1
11659,Mexico,Mexico,CENTRAL AMERICA,Cabo Rojo (Veracruz state ...,Storm,Tropical cyclone,30,6,2011,1,7,2011,1,1
11660,Mexico,Mexico,CENTRAL AMERICA,"Guerrero, Oaxaca",Storm,Tropical cyclone,20,7,2011,20,7,2011,0,1
11661,Mexico,Mexico,CENTRAL AMERICA,Tabasco state,Storm,Tropical cyclone,9,9,2011,9,9,2011,0,1
11662,Mexico,Mexico,CENTRAL AMERICA,"Punta Farakkon, Puerto Va ...",Storm,Tropical cyclone,10,10,2011,1,11,2011,22,1
11663,Mexico,Mexico,CENTRAL AMERICA,"Tabasco, Veracruz, Guerre ...",Storm,Tropical cyclone,10,8,2012,10,8,2012,0,1
11664,Mexico,Mexico,CENTRAL AMERICA,Northern areas,Storm,,12,1,1967,12,1,1967,0,1
11665,Mexico,Mexico,CENTRAL AMERICA,South,Storm,,14,8,1969,14,8,1969,0,1
11666,Mexico,Mexico,CENTRAL AMERICA,"Central, East regions",Storm,,15,7,1976,15,7,1976,0,1
11667,Mexico,Mexico,CENTRAL AMERICA,Ensenada,Storm,,17,1,1988,17,1,1988,0,1
11668,Mexico,Mexico,CENTRAL AMERICA,"Chihuahua, Sonora, Nuevo ...",Storm,,14,9,1991,14,9,1991,0,1
11669,Mexico,Mexico,CENTRAL AMERICA,Chiapas & Oaxaca,Storm,,8,8,1995,8,8,1995,0,1
11670,Mexico,Mexico,CENTRAL AMERICA,Leon,Storm,,31,8,1996,31,8,1996,0,1
11671,Mexico,Mexico,CENTRAL AMERICA,"Chiapas, Oaxaca",Storm,,27,9,1997,27,9,1997,0,1
11672,Mexico,Mexico,CENTRAL AMERICA,Tijuana,Storm,,24,2,1998,24,2,1998,0,1
11673,Mexico,Mexico,CENTRAL AMERICA,Pijijiapan,Storm,,4,9,1998,4,9,1998,0,1
11674,Mexico,Mexico,CENTRAL AMERICA,Amemeca,Transport Accident,Air,26,3,1936,26,3,1936,0,1
11675,Mexico,Mexico,CENTRAL AMERICA,Los Mochis,Transport Accident,Air,29,1,1986,29,1,1986,0,1
11676,Mexico,Mexico,CENTRAL AMERICA,Near Pomoca,Transport Accident,Air,31,3,1986,31,3,1986,0,1
11677,Mexico,Mexico,CENTRAL AMERICA,Quadrimoteur ? h?lices Ty ...,Transport Accident,Air,30,7,1987,30,7,1987,0,1
11678,Mexico,Mexico,CENTRAL AMERICA,Cerro de La Galera,Transport Accident,Air,31,8,1988,31,8,1988,0,1
11679,Mexico,Mexico,CENTRAL AMERICA,Tuxtla Gutierrez,Transport Accident,Air,10,5,1990,10,5,1990,0,1
11680,Mexico,Mexico,CENTRAL AMERICA,Carabian Sea,Transport Accident,Air,1,11,1994,1,11,1994,0,1
11681,Mexico,Mexico,CENTRAL AMERICA,Durango State,Transport Accident,Air,10,5,1996,10,5,1996,0,1
11682,Mexico,Mexico,CENTRAL AMERICA,Campeche,Transport Accident,Air,18,11,1998,18,11,1998,0,1
11683,Mexico,Mexico,CENTRAL AMERICA,Predio Arroyo Colorado,Transport Accident,Air,9,11,1999,9,11,1999,0,1
